Address,Street,COMMON,x,y
827,MONTPELIER ST,tree of heaven,-8527745.832368571,4768288.630863443
4000,OLD YORK ROAD,tree of heaven,-8527980.020198118,4770242.526203643
140,N JANNEY ST,tree of heaven,-8522751.31840249,4763891.982891209
6200,E PRATT ST,tree of heaven,-8520479.95498947,4763921.446233618
6200,E PRATT ST,tree of heaven,-8520483.394456092,4763921.962179725
6200,E PRATT ST,tree of heaven,-8520485.114255961,4763921.962184435
3001,BOSTON ST,tree of heaven,-8523871.92542504,4761364.946181175
3001,BOSTON ST,tree of heaven,-8523873.195402028,4761365.422381153
2801,HARFORD ROAD,tree of heaven,-8525782.611655377,4767557.541097919
2801,HARFORD ROAD,tree of heaven,-8525880.242787015,4767370.017705551
2801,HARFORD ROAD,tree of heaven,-8525876.98847018,4767370.097101495
2801,HARFORD ROAD,tree of heaven,-8525873.25785636,4767368.985818227
2801,HARFORD ROAD,tree of heaven,-8525821.902243769,4767302.072765405
2801,HARFORD ROAD,tree of heaven,-8525822.060880389,4767303.025205043
2801,HARFORD ROAD,tree of heaven,-8525789.993427422,4767553.651655951
2801,HARFORD ROAD,tree of heaven,-8525787.135941552,4767553.889781676
2801,HARFORD ROAD,tree of heaven,-8525785.151604591,4767555.715466105
100,S LINWOOD AVE,tree of heaven,-8524441.492826,4763030.039216619
1911,E COLD SPRING LANE,tree of heaven,-8525577.45055604,4770487.655230326
5630,GARDENVILLE AVE,tree of heaven,-8520319.643700538,4769978.012086001
4310,ARABIA AVE,tree of heaven,-8523900.59064986,4770229.913774192
5001,LOCH RAVEN BLVD,tree of heaven,-8526055.518804897,4772089.812337527
4911,ARABIA AVE,tree of heaven,-8523026.571151305,4771283.003948846
2700,E COLD SPRING LANE,tree of heaven,-8524003.277914042,4771229.632282533
2700,GRINDON AVE,tree of heaven,-8524131.839044599,4771267.247158787
2507,LIST AVE,tree of heaven,-8524061.380453432,4771251.275130584
3012,CHRISTOPHER AVE,tree of heaven,-8522029.569072485,4773049.836243693
2206,E COLD SPRING LANE,tree of heaven,-8524579.10528482,4771269.0790051
2500,E COLD SPRING LANE,tree of heaven,-8524186.005156789,4771319.896590818
4130,LINKWOOD ROAD,tree of heaven,-8529682.110710165,4769962.302071243
4130,LINKWOOD ROAD,tree of heaven,-8529978.37335933,4770698.884017913
4130,LINKWOOD ROAD,tree of heaven,-8529979.9784255,4770697.2789143445
4130,LINKWOOD ROAD,tree of heaven,-8529980.322491009,4770695.903165849
4130,LINKWOOD ROAD,tree of heaven,-8529978.373300787,4770696.017801058
4130,LINKWOOD ROAD,tree of heaven,-8529816.598385394,4770215.340645582
4130,LINKWOOD ROAD,tree of heaven,-8529713.18157411,4769984.774010143
200,WYMAN PARK DR,tree of heaven,-8529716.735863084,4769943.269716591
2800,ROSELAWN AVE,tree of heaven,-8522846.512072226,4773155.391648269
2816,HAMILTON AVE,tree of heaven,-8522957.997533467,4772457.892430179
2816,HAMILTON AVE,tree of heaven,-8522958.950054493,4772459.109594994
2816,HAMILTON AVE,tree of heaven,-8522959.95551744,4772460.220810793
4130,LINKWOOD ROAD,tree of heaven,-8529915.658255545,4770562.456163565
4130,LINKWOOD ROAD,tree of heaven,-8529915.887549445,4770565.43712038
4420,LINKWOOD ROAD,tree of heaven,-8529921.73425986,4770789.095543379
4420,LINKWOOD ROAD,tree of heaven,-8529919.617684228,4770790.224404038
4420,LINKWOOD ROAD,tree of heaven,-8529898.794894261,4770946.2446904825
4420,LINKWOOD ROAD,tree of heaven,-8529911.133280396,4770737.162230297
4420,LINKWOOD ROAD,tree of heaven,-8529913.65572365,4770738.6527329115
4420,LINKWOOD ROAD,tree of heaven,-8529912.509170383,4770740.8310997905
4420,LINKWOOD ROAD,tree of heaven,-8529923.850939598,4770853.159857634
4420,LINKWOOD ROAD,tree of heaven,-8529926.390925359,4770733.638877414
2800,GIBBONS AVE,tree of heaven,-8523124.738895869,4772431.493332985
5408,HAMLET AVE,tree of heaven,-8523276.096805321,4772687.579476268
5408,HAMLET AVE,tree of heaven,-8523276.837602498,4772686.3623593785
5408,HAMLET AVE,tree of heaven,-8523277.207986383,4772686.09777029
5001,LOCH RAVEN BLVD,tree of heaven,-8525731.360638931,4772064.673899598
5001,LOCH RAVEN BLVD,tree of heaven,-8525393.653412748,4771745.938895644
2607,CREIGHTON AVE,tree of heaven,-8521845.72684231,4774973.513567088
2211,WOODBOURNE AVE,tree of heaven,-8523715.963722192,4772847.781182739
701,W COLD SPRING LANE,tree of heaven,-8530514.748944107,4770904.30710176
701,W COLD SPRING LANE,tree of heaven,-8530515.092856782,4770906.25616899
701,W COLD SPRING LANE,tree of heaven,-8530521.398837246,4770994.080213515
514,BEAUMONT AVE,tree of heaven,-8527999.264299734,4772172.639213295
3401,TAYLOR AVE,tree of heaven,-8520148.277072834,4774559.844940952
5500,CHINQUAPIN PKWY,tree of heaven,-8526879.913424227,4773262.913708573
2101,E NORTHERN PKWY,tree of heaven,-8523460.596622095,4774578.503852642
6000,NORTHWOOD DR,tree of heaven,-8527116.374203,4774191.4594634455
6000,NORTHWOOD DR,tree of heaven,-8527110.92368151,4774193.046981681
5500,CHINQUAPIN PKWY,tree of heaven,-8526684.59442179,4772904.203888371
6104,NORTHWOOD DR,tree of heaven,-8527116.324968161,4774478.504530711
6102,NORTHWOOD DR,tree of heaven,-8527115.213672014,4774468.926637438
513,WALKER AVE,tree of heaven,-8527958.666362418,4774997.572323512
3540,S HANOVER ST,tree of heaven,-8528236.042768506,4756033.215406117
6235,YORK ROAD,tree of heaven,-8528152.07680247,4774841.124288698
3540,S HANOVER ST,tree of heaven,-8528240.23198246,4756021.3180880165
1000,FRANKFURST AVE,tree of heaven,-8526228.246068127,4756116.819206217
1000,FRANKFURST AVE,tree of heaven,-8526234.454982249,4756127.120373858
2614,FLEET ST,tree of heaven,-8524755.328966716,4762607.134172729
911,N EDEN ST,tree of heaven,-8526974.527586993,4764930.283908236
5006,REMMELL AVE,tree of heaven,-8522360.125554614,4770531.053440763
402,N LAKEWOOD AVE,tree of heaven,-8524775.322209114,4764144.078569166
2500,E FAYETTE ST,tree of heaven,-8525063.87555172,4763961.125116908
1832,N COLLINGTON AVE,tree of heaven,-8525685.571512798,4766415.150859359
316,N SCHROEDER ST,tree of heaven,-8530868.551580958,4763730.063722188
2914,ORLEANS ST,tree of heaven,-8524327.008237164,4764291.743623487
2914,ORLEANS ST,tree of heaven,-8524339.311307581,4764283.409249676
401,S STRICKER ST,tree of heaven,-8531525.655607989,4762317.402621908
1518,RAMSAY ST,tree of heaven,-8531705.641990032,4762343.900167207
3001,BOSTON ST,tree of heaven,-8524176.011504453,4761536.136582475
420,N ELLWOOD AVE,tree of heaven,-8524210.760999225,4764147.072555172
1200,S HAVEN ST,tree of heaven,-8523176.563486626,4761495.68726424
4101,BOSTON ST,tree of heaven,-8522809.119222479,4761472.783166695
351,S MOUNT ST,tree of heaven,-8531879.64705542,4762334.590029336
101,N FULTON AVE,tree of heaven,-8532105.465843258,4763256.388102198
27,N FULTON AVE,tree of heaven,-8532102.02366113,4763173.387058898
510,N CLINTON ST,tree of heaven,-8523814.523408134,4764371.691967554
502,N CLINTON ST,tree of heaven,-8523813.173988424,4764348.117526909
3347,CLIFTMONT AVE,tree of heaven,-8523814.818943545,4767263.861047012
800,W FRANKLIN ST,tree of heaven,-8530444.131529048,4763902.578628381
519,N MONROE ST,tree of heaven,-8532295.707923401,4763966.355006197
524,QUAIL ST,tree of heaven,-8521984.572785951,4762748.226306878
720,OLDHAM ST,tree of heaven,-8522147.9226725,4762506.461239276
601,OLDHAM ST,tree of heaven,-8522119.97764003,4762721.512224927
721,OLDHAM ST,tree of heaven,-8522118.686132345,4762507.263796396
719,OLDHAM ST,tree of heaven,-8522118.68617884,4762508.983563167
531,N GILMOR ST,tree of heaven,-8531822.342822757,4764044.549143887
2720,BERYL AVE,tree of heaven,-8524748.80053483,4765194.036936197
3301,LAKE AVE,tree of heaven,-8523689.95248542,4767758.003700905
4311,ERDMAN AVE,tree of heaven,-8523232.536454014,4766370.502545521
932,PONCA ST,tree of heaven,-8522012.36220858,4762148.805442263
1500,PONCA ST,tree of heaven,-8522036.307783213,4761484.383254807
3200,JAMES ST,tree of heaven,-8534249.42195545,4758877.652067536
4328,E EAGER ST,tree of heaven,-8522704.41234519,4765229.730971025
740,N KRESSON ST,tree of heaven,-8522747.939466724,4764982.85998753
4711,ERDMAN AVE,tree of heaven,-8522751.744840896,4765891.762125151
2700,W FRANKLIN ST,tree of heaven,-8533912.243084278,4763788.868387075
3001,EDMONDSON AVE,tree of heaven,-8534384.171133175,4763882.803284875
2601,LAURETTA AVE,tree of heaven,-8533690.866280515,4763850.304547037
1957,W MULBERRY ST,tree of heaven,-8532511.326135289,4763696.521909843
1032,HAVERHILL ROAD,tree of heaven,-8535720.010765377,4760195.032305297
5601,PULASKI HWY,tree of heaven,-8521533.922388835,4764900.481095688
5700,ERDMAN AVE,tree of heaven,-8521316.864455532,4764752.486079427
103,N KRESSON ST,tree of heaven,-8522610.235794706,4763916.378381761
201,N KRESSON ST,tree of heaven,-8522617.48540562,4764075.604573893
201,N KRESSON ST,tree of heaven,-8522619.07295946,4764075.657476541
2708,W BALTIMORE ST,tree of heaven,-8533684.000363981,4762966.754039087
100,N WARWICK AVE,tree of heaven,-8533330.5772466,4763203.960392644
100,N WARWICK AVE,tree of heaven,-8533327.560993953,4763201.111809807
2900,W BALTIMORE ST,tree of heaven,-8534240.26288065,4763006.457625688
1801,HOLLINS ST,tree of heaven,-8532213.436627172,4762882.001013601
104,S FULTON AVE,tree of heaven,-8532098.913093058,4762718.088860895
1801,HOLLINS ST,tree of heaven,-8532245.10720302,4762866.126061263
3000,W BALTIMORE ST,tree of heaven,-8534705.209345546,4762723.273617641
909,DESOTO ROAD,tree of heaven,-8534562.621730816,4761033.512310523
3006,HARFORD ROAD,tree of heaven,-8525516.397136563,4768389.63353829
5003,HOLABIRD AVE,tree of heaven,-8521837.038887026,4760645.327932593
5400,O'DONNELL ST CUT OFF,tree of heaven,-8521434.35175444,4761922.425305789
5003,HOLABIRD AVE,tree of heaven,-8521837.61217177,4760653.926866091
2930,FREDERICK AVE,tree of heaven,-8534115.740815327,4761830.64696443
2,S MOUNT OLIVET LANE,tree of heaven,-8534698.139528845,4762698.1185498
2,S MOUNT OLIVET LANE,tree of heaven,-8534704.965825748,4762700.3410100015
6200,PULASKI HWY,tree of heaven,-8520432.304879421,4765379.332710669
2729,FENWICK AVE,tree of heaven,-8525975.852486577,4768060.248891165
820,BELGIAN AVE,tree of heaven,-8527281.959144102,4770713.20553005
934,NORTH HILL ROAD,tree of heaven,-8527223.82151993,4770144.10470366
944,NORTH HILL ROAD,tree of heaven,-8527179.37147989,4770178.818031854
2709,FREDERICK AVE,tree of heaven,-8533640.065138677,4761853.066753849
2928,THE ALAMEDA,tree of heaven,-8526449.662446864,4768424.252480056
1207,DARLEY AVE,tree of heaven,-8526960.860325199,4767055.344354366
2121,AIKEN ST,tree of heaven,-8527064.210268939,4766820.760474436
2340,GARRETT AVE,tree of heaven,-8527128.112564484,4767220.276621023
2121,AIKEN ST,tree of heaven,-8527066.27404702,4766818.008746313
1450,HOMESTEAD ST,tree of heaven,-8526827.358682353,4767983.994467755
524,HURLEY AVE,tree of heaven,-8534120.448615627,4761533.648820893
1000,E NORTH AVE,tree of heaven,-8527639.846832003,4766466.157358981
900,MONTPELIER ST,tree of heaven,-8527622.196320368,4768369.783005104
201,S ATHOL AVE,tree of heaven,-8536745.404478133,4762419.370971685
4210,VERMONT AVE,tree of heaven,-8536605.608234666,4762729.766953764
201,S ATHOL AVE,tree of heaven,-8536741.98345715,4762361.3289943775
1302,MCCULLOH ST,tree of heaven,-8530204.312294625,4765082.811139666
3311,W FOREST PARK AVE,tree of heaven,-8535169.745078128,4768096.03035156
2224,PARK AVE,tree of heaven,-8530448.736430096,4767062.32926672
2226,PARK AVE,tree of heaven,-8530447.184218975,4767063.599187442
2306,MOUNT ROYAL TERR,tree of heaven,-8530312.310191523,4767020.5007842425
3421,HARLEM AVE,tree of heaven,-8535427.573385889,4763972.204966625
3421,HARLEM AVE,tree of heaven,-8535425.932922022,4763961.621648332
507,DENISON ST,tree of heaven,-8535307.08430791,4763734.007335528
627,N EDGEWOOD ST,tree of heaven,-8535482.303850962,4764051.873496514
523,DENISON ST,tree of heaven,-8535311.011837797,4763797.144673909
627,N EDGEWOOD ST,tree of heaven,-8535478.229317466,4764051.873467077
400,N EDGEWOOD ST,tree of heaven,-8535480.621358713,4763579.519426826
400,N EDGEWOOD ST,tree of heaven,-8535481.536494313,4763577.703641715
3600,EDMONDSON AVE,tree of heaven,-8535730.559528297,4763882.799288231
626,N EDGEWOOD ST,tree of heaven,-8535537.043835444,4764050.886124627
2700,MADISON AVE,tree of heaven,-8532065.609914023,4767070.789125446
13,N BEECHFIELD AVE,tree of heaven,-8537505.299248705,4762626.098634407
822,ALLENDALE ST,tree of heaven,-8535829.387706317,4764352.147452911
835,ALLENDALE ST,tree of heaven,-8535609.248049095,4764332.460320483
741,LINNARD ST,tree of heaven,-8535446.341358576,4764212.488407585
609,W LANVALE ST,tree of heaven,-8530534.136966633,4764717.3735771775
1311,ARGYLE AVE,tree of heaven,-8530606.288923396,4764712.69046196
1311,ARGYLE AVE,tree of heaven,-8530608.74952774,4764716.024196618
631,W LAFAYETTE AVE,tree of heaven,-8530679.790014949,4764790.081053525
800,LYNDHURST ST,tree of heaven,-8536155.922581626,4764226.217196721
800,LYNDHURST ST,tree of heaven,-8536160.19615055,4764226.262222169
800,LYNDHURST ST,tree of heaven,-8536165.117460772,4764225.99763827
800,N AUGUSTA AVE,tree of heaven,-8536565.000166127,4764207.460472097
1216,MOSHER ST,tree of heaven,-8531314.622519061,4764764.1810493935
1000,N STRICKER ST,tree of heaven,-8531729.435982388,4764747.036012127
909,N STRICKER ST,tree of heaven,-8531687.444240924,4764623.779637218
3620,GREENMOUNT AVE,tree of heaven,-8528138.452658942,4769494.96814764
1718,W LANVALE ST,tree of heaven,-8532069.33494393,4764432.105631467
5412,FREDERICK AVE,tree of heaven,-8538972.833355704,4761817.950522959
1211,HARLEM AVE,tree of heaven,-8531352.63031784,4764187.911042664
4700,N FRANKLINTOWN ROAD,tree of heaven,-8537660.485791706,4765367.356899392
4700,N FRANKLINTOWN ROAD,tree of heaven,-8537658.422088604,4765365.293214377
4700,N FRANKLINTOWN ROAD,tree of heaven,-8537657.855492419,4765372.317385122
4700,N FRANKLINTOWN ROAD,tree of heaven,-8537660.168270512,4765369.420633753
3025,HARLEM AVE,tree of heaven,-8534590.470800793,4764121.900057676
3234,PRESSTMAN ST,tree of heaven,-8535085.607684636,4765399.695625906
201,SAINT MARTINS ROAD,tree of heaven,-8528597.456940545,4769660.764973129
201,SAINT MARTINS ROAD,tree of heaven,-8528594.758199826,4769665.368655881
3246,ABELL AVE,tree of heaven,-8528476.674117923,4768784.871923034
1100,E 25TH ST,tree of heaven,-8527008.219123589,4767277.744975975
301,E UNIVERSITY PKWY,tree of heaven,-8528576.873511462,4769011.607033443
3300,EDMONDSON AVE,tree of heaven,-8535049.19638772,4764047.916726696
3300,EDMONDSON AVE,tree of heaven,-8535163.118545907,4764001.977644427
2928,EDMONDSON AVE,tree of heaven,-8534393.072640233,4763944.735796316
1375,N STRICKER ST,tree of heaven,-8531655.699151345,4765478.414719662
2601,GARRISON BLVD,tree of heaven,-8535613.758828854,4767318.085857581
2638,EDMONDSON AVE,tree of heaven,-8533808.281976402,4763971.814422065
2544,ARUNAH AVE,tree of heaven,-8533514.261095123,4764117.769235877
2547,CALVERTON HEIGHTS AVE,tree of heaven,-8533525.401265418,4764357.8784612
1000,N WHEELER AVE,tree of heaven,-8533369.715884352,4764922.481257543
4429,CLIFTON ROAD,tree of heaven,-8537045.056742894,4766878.582070505
1522,N BENTALOU ST,tree of heaven,-8533191.014684394,4765627.452417569
2759,BAKER ST,tree of heaven,-8534093.210292818,4765560.852645337
1801,POPLAR GROVE ST,tree of heaven,-8534377.089193154,4765926.241410591
2735,PRESBURY ST,tree of heaven,-8533963.888717208,4765782.1301872
1418,N DUKELAND ST,tree of heaven,-8534171.870954348,4765327.887045678
1700,ASHBURTON ST,tree of heaven,-8534005.242990566,4765799.67200483
1800,BRADDISH AVE,tree of heaven,-8533886.89499256,4765939.689393493
