"ID","LST_Day_1km","QC_Day","Day_view_time","Day_view_angl","LST_Night_1km","QC_Night","Night_view_time","Night_view_angl","Emis_31","Emis_32","Clear_day_cov","Clear_night_cov","filename"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021264013145.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021264013145.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021264013145.hdf"
4,301.322424242424,115.27027027027,10.8,-12,NA,2,NA,NA,0.971939393939393,0.977515151515151,0.759939393939394,NA,"2021264013145.hdf"
5,303.98,104.142857142857,10.8,-11.8,NA,2,NA,NA,0.97,0.976,0.89865,NA,"2021264013145.hdf"
6,304.723111111111,106.454545454545,10.8,-11.6888888888889,NA,2,NA,NA,0.970399999999999,0.976355555555555,0.946966666666667,NA,"2021264013145.hdf"
7,303.66347826087,86.3125,10.8,-11.304347826087,NA,2.03125,NA,NA,0.971304347826087,0.976695652173913,0.716347826086956,NA,"2021264013145.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021264013145.hdf"
9,300.831666666667,39.7,10.8,-12.3333333333333,NA,2,NA,NA,0.971166666666667,0.977166666666667,0.704958333333333,NA,"2021264013145.hdf"
1,299.954,43.5789473684211,11.5,52,290.315,67.6842105263158,21.9,-15.625,0.970823529411765,0.976470588235294,0.7612,0.63059375,"2021264095033.hdf"
2,299.610526315789,61.3913043478261,11.5,52,291.369714285714,53.5555555555556,21.9,-15.0285714285714,0.978232558139535,0.978604651162791,1.32906578947368,0.7257,"2021264095033.hdf"
3,NA,2,NA,NA,290.628571428571,52.2727272727273,21.9,-15,0.97,0.976,NA,0.532071428571429,"2021264095033.hdf"
4,297.44,10.5135135135135,11.5,52,289.971666666667,78.2857142857143,21.9,-15,0.972111111111111,0.977666666666666,0.4456,0.890333333333334,"2021264095033.hdf"
5,NA,2,NA,NA,290.431111111111,52.7857142857143,21.9,-14.7777777777778,0.97,0.976,NA,0.468111111111111,"2021264095033.hdf"
6,299.993333333333,33.6,11.5,52,290.356666666667,75.0222222222222,21.9,-14.547619047619,0.97047619047619,0.97647619047619,0.806166666666667,0.666511904761905,"2021264095033.hdf"
7,298.713333333333,9.4375,11.5,52,291.593,49.90625,21.9,-14.8,0.972636363636363,0.977363636363636,0.126,0.5605,"2021264095033.hdf"
8,NA,2,NA,NA,291.83,45.7777777777778,21.9,-15,0.982333333333333,0.982666666666667,NA,0.56475,"2021264095033.hdf"
9,298.088571428571,15.425,11.5,52,289.471111111111,71.5,21.9,-15.3055555555556,0.971578947368421,0.977263157894736,0.3975,0.792694444444445,"2021264095033.hdf"
1,NA,2,NA,NA,290.926666666667,26.9473684210526,22.6,51,0.974666666666667,0.979333333333333,NA,0.176833333333333,"2021265090220.hdf"
2,NA,2.04347826086957,NA,NA,291.5832,47.4130434782609,22.6,51,0.976,0.97784,NA,1.2127,"2021265090220.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021265090220.hdf"
4,NA,2,NA,NA,289.778666666667,53.0540540540541,22.6,51,0.970266666666667,0.976266666666666,NA,0.960333333333333,"2021265090220.hdf"
5,NA,2,NA,NA,289.649090909091,114.357142857143,22.6,51,0.97,0.976,NA,1.01768181818182,"2021265090220.hdf"
6,NA,2,NA,NA,289.737777777778,126.511111111111,22.6,51.0666666666667,0.970488888888888,0.976399999999999,NA,1.54157777777778,"2021265090220.hdf"
7,NA,2.03125,NA,NA,290.2525,71.53125,22.6,51.0625,0.970375,0.976125,NA,0.95340625,"2021265090220.hdf"
8,NA,2,NA,NA,290.48,45.8888888888889,22.6,51,0.974,0.978,NA,0.6013,"2021265090220.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021265090220.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021276031943.hdf"
1,300.328421052632,81,11.1,21.6842105263158,287.253333333333,42.9473684210526,21.4,-49,0.970105263157895,0.976105263157894,0.998,0.366166666666667,"2021276033620.hdf"
2,299.963181818182,58.3333333333333,11.1,22.1136363636364,284.7605,73.8695652173913,21.42,-49,0.98,0.981636363636363,0.896875,0.9859625,"2021276033620.hdf"
3,301.689090909091,81,11.1,22,285.27,54,21.4,-49,0.970181818181818,0.976,1.21731818181818,0.589875,"2021276033620.hdf"
4,299.389189189189,76.8709677419355,11.1,21.972972972973,284.996551724138,102.837837837838,21.4,-49,0.971621621621621,0.977297297297297,0.994972972972973,1.14672413793103,"2021276033620.hdf"
5,301.942857142857,81,11.1,22,283.207272727273,114.357142857143,21.4545454545455,-49,0.97,0.976,0.998642857142857,0.787363636363636,"2021276033620.hdf"
6,300.530666666667,78.1555555555556,11.1,22,284.18,141.822222222222,21.4795454545455,-48.4318181818182,0.970355555555555,0.976311111111111,1.04702222222222,0.956,"2021276033620.hdf"
7,302.106896551724,68.8666666666667,11.1,22.1379310344828,284.137931034483,114.625,21.4965517241379,-48.551724137931,0.972645161290323,0.977354838709677,1.00205172413793,1.05891379310345,"2021276033620.hdf"
8,302.153333333333,73.8888888888889,11.1,22,283.597777777778,109.444444444444,21.4,-49,0.974888888888889,0.978888888888889,1.31794444444444,1.229,"2021276033620.hdf"
9,299.214,79,11.1,21.25,286.849090909091,23.725,21.4,-49,0.97155,0.97715,1.0728,0.711363636363636,"2021276033620.hdf"
1,300.851578947368,138.263157894737,10.2,-59,287.518947368421,136.578947368421,22.2,18.7368421052632,0.970315789473684,0.975999999999999,1.18071052631579,0.714394736842105,"2021276034430.hdf"
2,299.9525,96.1304347826087,10.2,-58.35,287.920487804878,74.195652173913,22.2,19,0.977863636363636,0.976818181818181,1.5495625,0.769731707317073,"2021276034430.hdf"
3,301.353333333333,119,10.2,-59,287.902,132,22.2,19,0.97,0.976,0.949555555555555,0.6132,"2021276034430.hdf"
4,299.823529411765,114.810810810811,10.2,-58.7941176470588,287.207027027027,115.285714285714,22.2,19,0.971837837837837,0.977297297297297,1.01058823529412,1.0257027027027,"2021276034430.hdf"
5,302.705714285714,73.5,10.2,-58,287.729230769231,134.785714285714,22.2,19.1538461538462,0.97,0.976,0.958428571428571,0.554153846153846,"2021276034430.hdf"
6,300.964651162791,138.644444444444,10.2,-58,287.554222222222,101.363636363636,22.2,19.4888888888889,0.970355555555555,0.97631111111111,1.51406976744186,1.09374444444444,"2021276034430.hdf"
7,302.35724137931,115.625,10.2,-58,288.08,78,22.2,19.7058823529412,0.971793103448276,0.975999999999999,0.928344827586207,0.515205882352941,"2021276034430.hdf"
8,303.3,145,10.2,-58,288.756,54.7777777777778,22.2,19,0.973555555555556,0.976,0.954166666666667,0.6633,"2021276034430.hdf"
9,299.226315789474,113.45,10.2,-59,286.786666666667,120.410256410256,22.2,18.9487179487179,0.97215,0.97785,1.45290789473684,0.936282051282051,"2021276034430.hdf"
1,300.665263157895,81,10.9,-0.789473684210526,NA,2,NA,NA,0.970421052631579,0.976315789473684,0.993236842105263,NA,"2021276035029.hdf"
2,300.328372093023,65.2173913043478,10.9,-0.0232558139534884,288.08,18.6086956521739,22.9,65,0.980232558139535,0.981627906976744,0.868093023255814,0.623666666666667,"2021276035029.hdf"
3,302.169090909091,81,10.9,-0.181818181818182,NA,2,NA,NA,0.970181818181818,0.976,0.9965,NA,"2021276035029.hdf"
4,299.845405405405,78.8666666666667,10.9,-0.378378378378378,NA,2,NA,NA,0.971729729729729,0.977351351351351,0.984351351351351,NA,"2021276035029.hdf"
5,302.512857142857,81,10.9,0,NA,2,NA,NA,0.97,0.976,0.993285714285714,NA,"2021276035029.hdf"
6,300.871555555556,75.1818181818182,10.9,0,NA,2,NA,NA,0.970444444444444,0.976355555555555,0.986966666666666,NA,"2021276035029.hdf"
7,302.222857142857,64.1,10.9,0.0714285714285714,NA,2.03125,NA,NA,0.971785714285714,0.977,0.860857142857143,NA,"2021276035029.hdf"
8,302.544444444444,73,10.9,0,NA,2,NA,NA,0.975111111111111,0.978888888888889,0.983388888888889,NA,"2021276035029.hdf"
9,299.6195,70.8947368421053,10.9,-1,NA,2,NA,NA,0.9712,0.976899999999999,0.9892375,NA,"2021276035029.hdf"
1,301.267368421053,54.0526315789474,11.6,57,NA,2,NA,NA,0.970526315789474,0.976105263157894,1.9985,NA,"2021277195700.hdf"
2,300.340930232558,22.7307692307692,11.6,57,288.861176470588,26.3695652173913,22,-3.70588235294118,0.977209302325581,0.975999999999999,1.47779069767442,0.441411764705882,"2021277195700.hdf"
3,301.84,81,11.6,57,NA,2,NA,NA,0.970545454545454,0.976,1.95572727272727,NA,"2021277195700.hdf"
4,300.916756756757,72.4666666666667,11.6,57,NA,2,NA,NA,0.971567567567567,0.977351351351351,1.42308108108108,NA,"2021277195700.hdf"
5,302.591428571429,81,11.6,57,288.233333333333,32.6428571428571,22,-3,0.97,0.976,1.07675,0.2055,"2021277195700.hdf"
6,301.139111111111,75.1818181818182,11.6,57,288.355555555556,30.6,22,-3,0.970577777777777,0.976488888888888,1.83808888888889,0.450833333333333,"2021277195700.hdf"
7,302.427333333333,59.4193548387097,11.6,57,NA,2.03125,NA,NA,0.972066666666667,0.975999999999999,1.53223333333333,NA,"2021277195700.hdf"
8,302.657777777778,66.7777777777778,11.6,57,289.606666666667,26.5555555555556,22,-4,0.973555555555556,0.976,1.99183333333333,0.569833333333333,"2021277195700.hdf"
9,300.673,60.8857142857143,11.6,56.7,NA,2,NA,NA,0.9719,0.97735,1.6045625,NA,"2021277195700.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
4,NA,2,NA,NA,289.86,10.5135135135135,22.7,56,0.976,0.982,NA,0.5746,"2021278085817.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278085817.hdf"
9,NA,2,NA,NA,289.712,33.625,22.7,56,0.974666666666666,0.9804,NA,0.736133333333333,"2021278085817.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278091028.hdf"
1,298.407368421053,69.7058823529412,11.4,46,290.585,28.7368421052632,21.7,-26,0.970421052631579,0.976210526315789,1.1215,0.4215,"2021278091608.hdf"
2,298.499047619048,43.2962962962963,11.4,46.2142857142857,290.768181818182,40.8695652173913,21.7181818181818,-25.2272727272727,0.979227272727273,0.979954545454545,1.48315476190476,0.617840909090909,"2021278091608.hdf"
3,299.574545454545,81,11.4,46,290.812,67,21.7,-25.8,0.97,0.976,0.994272727272727,0.2558,"2021278091608.hdf"
4,297.313513513514,69.3636363636364,11.4,46,291.511764705882,121.72972972973,21.7,-25.3235294117647,0.971405405405405,0.977135135135135,1.643,0.788926470588235,"2021278091608.hdf"
5,300.418571428571,81,11.4,46,291.694285714286,145,21.7357142857143,-25,0.97,0.976,1.55571428571429,0.806785714285714,"2021278091608.hdf"
6,298.203555555555,73.8888888888889,11.4,46,291.501578947369,117.422222222222,21.7526315789474,-25,0.970444444444444,0.976444444444444,1.41171111111111,0.837513157894737,"2021278091608.hdf"
7,300.407586206896,64.6,11.4,46.551724137931,291.270909090909,97.84375,21.7772727272727,-25,0.972413793103448,0.976827586206896,1.08834482758621,0.516818181818182,"2021278091608.hdf"
8,300.357777777778,81,11.4,46,290.62,72.4444444444444,21.7,-25.1666666666667,0.974444444444444,0.978,0.997222222222222,0.392666666666667,"2021278091608.hdf"
9,297.3085,65,11.4,46,291.332,99.25,21.7,-26,0.971499999999999,0.97715,1.4378625,0.670883333333333,"2021278091608.hdf"
1,299.748,77.2631578947368,10.5,-41,284.582222222222,124,22.5,45,0.970666666666667,0.976444444444444,0.8754,0.740555555555556,"2021278092803.hdf"
2,298.451875,55.2608695652174,10.5,-40.6875,284.808,66.2173913043478,22.5,45,0.980439024390244,0.981804878048781,0.863015625,1.1386625,"2021278092803.hdf"
3,300.814,132,10.5,-41,284.782857142857,81.3636363636364,22.5,45,0.970181818181818,0.976181818181818,0.8355,0.659785714285714,"2021278092803.hdf"
4,297.280833333333,69.6756756756757,10.5,-41,285.52,135.054054054054,22.5,45,0.972054054054054,0.977729729729729,1.09241666666667,1.35117567567568,"2021278092803.hdf"
5,300.917142857143,145,10.5,-40.6428571428571,286.129090909091,109.785714285714,22.5,45,0.97,0.976,0.632285714285714,0.535681818181818,"2021278092803.hdf"
6,299.813953488372,134.377777777778,10.5,-40.5348837209302,286.363181818182,137.555555555556,22.5,45,0.970488888888888,0.976399999999999,1.25045348837209,1.34028409090909,"2021278092803.hdf"
7,301.473333333333,116.6875,10.5,-40.1851851851852,286.5,24.84375,22.5,45,0.971333333333333,0.976888888888889,0.912259259259259,0.316833333333333,"2021278092803.hdf"
8,301.546666666667,121.888888888889,10.5,-41,286.275,66.8888888888889,22.5,45,0.974666666666667,0.978666666666667,1.093,0.7695,"2021278092803.hdf"
9,297.3776,66.175,10.5,-41,284.610769230769,119.025,22.5,45,0.972199999999999,0.9777,0.63226,1.18467948717949,"2021278092803.hdf"
1,299.327368421053,81,11.2,31,287.108571428571,104,21.6,-42.8571428571429,0.97021052631579,0.976105263157894,0.996789473684211,0.635464285714286,"2021278093802.hdf"
2,299.395813953488,69.04,11.2,31.4651162790698,287.985142857143,71.5434782608696,21.6,-42.0285714285714,0.979627906976744,0.981348837209302,0.999872093023256,0.861971428571429,"2021278093802.hdf"
3,300.874545454545,81,11.2,31,287.766666666667,80,21.6,-42,0.97,0.976,1.42731818181818,0.531166666666667,"2021278093802.hdf"
4,297.893513513513,74.6,11.2,31,287.221875,101.027027027027,21.6,-42,0.971567567567567,0.977297297297297,1.04025675675676,0.715171875,"2021278093802.hdf"
5,301.284285714286,81,11.2,31.5,287.48,22.4285714285714,21.6,-42,0.97,0.976,1.27921428571429,0.28475,"2021278093802.hdf"
6,299.08,79.5454545454545,11.2,31.5777777777778,286.927777777778,109.288888888889,21.6,-42,0.970355555555555,0.976355555555555,0.996222222222222,0.599125,"2021278093802.hdf"
7,301.521428571429,70.5,11.2,32,287.866,42.71875,21.6,-42,0.971724137931035,0.976896551724138,1.17246428571429,0.38875,"2021278093802.hdf"
8,300.973333333333,81,11.2,31.1111111111111,288.313333333333,35.4444444444444,21.6,-42,0.976,0.979111111111111,1.22838888888889,0.5275,"2021278093802.hdf"
9,297.8445,81,11.2,31,286.641935483871,104.825,21.6,-42.5806451612903,0.9716,0.97725,1.1534125,0.779903225806451,"2021278093802.hdf"
1,NA,2,NA,NA,285.887368421053,134.052631578947,22.3,28.8421052631579,0.970105263157895,0.976105263157894,NA,0.910315789473684,"2021278103006.hdf"
2,NA,2.04347826086957,NA,NA,286.4705,71.7826086956522,22.3,29,0.9806,0.9817,NA,0.9305375,"2021278103006.hdf"
3,NA,2,NA,NA,286.257777777778,119,22.3,29,0.97,0.976,NA,0.750833333333333,"2021278103006.hdf"
4,290.6,6.27027027027027,10.3,-54,285.738918918919,116.2,22.3,29,0.971567567567567,0.977243243243243,0.5145,1.11464864864865,"2021278103006.hdf"
5,NA,2,NA,NA,286.44,124.571428571429,22.3,29.1666666666667,0.97,0.976,NA,0.711916666666667,"2021278103006.hdf"
6,NA,2,NA,NA,285.994222222222,90.9555555555555,22.3,29.5333333333333,0.970488888888888,0.976355555555555,NA,1.16517777777778,"2021278103006.hdf"
7,NA,2.03125,NA,NA,287.014166666667,107.28125,22.3,29.625,0.970083333333333,0.976083333333333,NA,0.719770833333333,"2021278103006.hdf"
8,NA,2,NA,NA,287.54,47.7777777777778,22.3,29,0.981,0.9825,NA,0.8735,"2021278103006.hdf"
9,292.07,25.7,10.3,-54,285.086,111.8,22.3,29,0.97115,0.976949999999999,0.5325,1.033425,"2021278103006.hdf"
1,304.866315789474,54.0526315789474,11,11,NA,2,NA,NA,0.970315789473684,0.976210526315789,0.967210526315789,NA,"2021278104239.hdf"
2,303.348181818182,62.7777777777778,11,11.3636363636364,NA,2.04347826086957,NA,NA,0.979727272727273,0.981545454545455,0.851636363636364,NA,"2021278104239.hdf"
3,306.081818181818,40.2727272727273,11,11,NA,2,NA,NA,0.970181818181818,0.976,1.02668181818182,NA,"2021278104239.hdf"
4,303.184324324324,36.2,11,11,NA,2,NA,NA,0.971729729729729,0.977405405405405,0.997243243243243,NA,"2021278104239.hdf"
5,305.894285714286,17,11,11.3571428571429,NA,2,NA,NA,0.97,0.976,0.996785714285714,NA,"2021278104239.hdf"
6,304.120444444444,51.2325581395349,11,11.4222222222222,NA,2,NA,NA,0.970488888888888,0.976444444444444,1.01388888888889,NA,"2021278104239.hdf"
7,305.34275862069,23.8387096774194,11,11.8275862068966,NA,2.03125,NA,NA,0.971448275862069,0.976758620689655,0.847482758620689,NA,"2021278104239.hdf"
8,305.446666666667,41.8888888888889,11,11,NA,2,NA,NA,0.975333333333333,0.979111111111111,1.05716666666667,NA,"2021278104239.hdf"
9,302.7385,30.5757575757576,11,10.75,NA,2,NA,NA,0.97145,0.9771,1.00125,NA,"2021278104239.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021278112305.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021279083833.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021280090055.hdf"
1,298.173684210526,81,10.6,-32.9473684210526,NA,2,NA,NA,0.970736842105263,0.976526315789473,1.15697368421053,NA,"2021281084836.hdf"
2,300.341860465116,60.08,10.6,-32.1627906976744,290.04,3.41304347826087,22.6,51,0.980418604651163,0.981860465116279,1.04373255813953,0.7575,"2021281084836.hdf"
3,302.068571428571,52.2727272727273,10.6,-32.2857142857143,NA,2,NA,NA,0.970571428571428,0.976571428571429,0.612285714285714,NA,"2021281084836.hdf"
4,299.143243243243,79.5454545454545,10.6,-32.6216216216216,NA,2,NA,NA,0.971729729729729,0.977405405405405,1.11555405405405,NA,"2021281084836.hdf"
5,302.645714285714,81,10.6,-32,NA,2,NA,NA,0.97,0.976,0.982035714285714,NA,"2021281084836.hdf"
6,301.038666666667,80.2888888888889,10.6,-32,NA,2,NA,NA,0.970399999999999,0.97631111111111,1.07284444444444,NA,"2021281084836.hdf"
7,302.9648,63.75,10.6,-32,NA,2.03125,NA,NA,0.97088,0.9764,0.77892,NA,"2021281084836.hdf"
8,303.128888888889,65,10.6,-32,NA,2,NA,NA,0.974444444444444,0.978666666666667,0.993277777777778,NA,"2021281084836.hdf"
9,298.51,79,10.6,-33,NA,2,NA,NA,0.97145,0.97715,0.9504375,NA,"2021281084836.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
2,296.896923076923,21.2391304347826,11.3,40,NA,2.04347826086957,NA,NA,0.985076923076923,0.984307692307692,0.891653846153846,NA,"2021282085741.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
7,303.305714285714,21.3125,11.3,40,NA,2.03125,NA,NA,0.97,0.976,0.4705,NA,"2021282085741.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021282085741.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021283085254.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2021284084926.hdf"
1,NA,2,NA,NA,285.702222222222,100.421052631579,22.2,18.7222222222222,0.970111111111111,0.976,NA,1.11533333333333,"2021285090207.hdf"
2,NA,2.04347826086957,NA,NA,285.513953488372,50.7619047619048,22.2,19,0.980046511627907,0.981627906976744,NA,0.923953488372093,"2021285090207.hdf"
3,NA,2,NA,NA,285.423636363636,74.6,22.2,19,0.97,0.976,NA,1.20909090909091,"2021285090207.hdf"
4,NA,2,NA,NA,283.742162162162,77.1212121212121,22.2,19,0.971567567567567,0.977351351351351,NA,0.99495945945946,"2021285090207.hdf"
5,NA,2,NA,NA,286.046153846154,98.2142857142857,22.2,19.0769230769231,0.97,0.976,NA,1.09911538461538,"2021285090207.hdf"
6,NA,2,NA,NA,285.752888888889,106.244444444444,22.2,19.5111111111111,0.970355555555555,0.976266666666666,NA,0.860122222222222,"2021285090207.hdf"
7,NA,2.03125,NA,NA,288.177931034483,82.625,22.2,19.4827586206897,0.972344827586207,0.977172413793103,NA,0.98898275862069,"2021285090207.hdf"
8,NA,2,NA,NA,285.908888888889,81,22.2,19,0.975333333333333,0.979111111111111,NA,1.12911111111111,"2021285090207.hdf"
9,NA,2,NA,NA,284.0325,77,22.2,18.925,0.9715,0.97715,NA,0.996625,"2021285090207.hdf"
1,NA,2,NA,NA,289.607368421053,138.263157894737,21.2,-59,0.970947368421053,0.976315789473684,NA,1.09407894736842,"2021286084920.hdf"
2,NA,2.04347826086957,NA,NA,289.703703703704,60.5869565217391,21.2259259259259,-59,0.975407407407408,0.975999999999999,NA,1.52005555555556,"2021286084920.hdf"
3,NA,2,NA,NA,289.496363636364,110.090909090909,21.2,-59,0.97,0.976,NA,1.42840909090909,"2021286084920.hdf"
4,NA,2,NA,NA,289.222162162162,87.054054054054,21.2297297297297,-59,0.971189189189189,0.977027027027026,NA,1.63747297297297,"2021286084920.hdf"
5,NA,2,NA,NA,289.084285714286,140.428571428571,21.2928571428571,-59,0.97,0.976,NA,1.4455,"2021286084920.hdf"
