"daytime","policeDistrict","date","actual_date","year","doy","temp_K","callscount","temp_F","UTCI"
0,"Central","2022-10-11",2022283,2022,283,282.124444444444,0,48.1539999999993,285.708574930827
0,"Central","2022-10-26",2022298,2022,298,286.566666666667,0,56.1500000000006,289.068845113118
0,"Central","2022-10-27",2022299,2022,299,285.452,0,54.1436,282.250851949056
0,"Central","2022-10-28",2022300,2022,300,285.442222222222,0,54.1259999999996,277.619749704997
0,"Central","2022-10-29",2022301,2022,301,282.705,1,49.199,282.583794911702
0,"Central","2022-10-31",2022303,2022,303,280.948888888889,0,46.0380000000002,283.560905456543
0,"Central","2022-11-01",2022304,2022,304,282.215555555556,0,48.3180000000009,288.087626139323
0,"Central","2022-11-03",2022306,2022,306,286.86,0,56.6780000000001,286.382775624593
0,"Central","2022-11-05",2022308,2022,308,285.571111111111,0,54.3579999999999,288.243470509847
0,"Central","2022-11-07",2022310,2022,310,285.24,0,53.7620000000001,291.437409718831
0,"Central","2022-11-08",2022311,2022,311,291.397777777778,1,64.8460000000005,278.123867034912
0,"Central","2022-11-09",2022312,2022,312,285.988888888889,0,55.1100000000002,278.180859883626
0,"Central","2022-11-10",2022313,2022,313,280.9125,0,45.9725000000001,283.667217254639
0,"Central","2022-11-11",2022314,2022,314,280.453333333333,0,45.1459999999994,285.386297861735
0,"Central","2022-11-14",2022317,2022,317,283.5375,0,50.6975000000001,273.44078318278
0,"Central","2022-11-15",2022318,2022,318,277.113333333333,0,39.1339999999994,271.143712361654
0,"Central","2022-11-16",2022319,2022,319,274.733333333333,0,34.8499999999995,271.764383951823
0,"Central","2022-11-18",2022321,2022,321,262.94,0,13.622,267.321254730225
0,"Central","2022-11-19",2022322,2022,322,273.691111111111,0,32.9739999999999,268.996129353841
0,"Central","2022-11-20",2022323,2022,323,274.184444444444,0,33.8619999999993,260.945204416911
0,"Central","2022-11-21",2022324,2022,324,273.782222222222,0,33.1379999999996,268.306798299154
0,"Central","2022-11-22",2022325,2022,325,270.191111111111,0,26.6739999999999,272.965216318766
0,"Central","2022-11-23",2022326,2022,326,272.551111111111,0,30.9219999999999,274.743956247966
0,"Central","2022-11-24",2022327,2022,327,275.208888888889,0,35.7060000000003,276.003925323486
0,"Central","2022-11-25",2022328,2022,328,276.2,1,37.49,273.747519175212
0,"Central","2022-11-27",2022330,2022,330,277.788888888889,0,40.3500000000003,274.057776133219
0,"Central","2022-11-29",2022332,2022,332,283.422222222222,1,50.4899999999996,276.701236724854
0,"Central","2022-11-30",2022333,2022,333,276.875555555556,0,38.7060000000008,271.150475819906
0,"Central","2022-12-02",2022335,2022,335,276.128888888889,0,37.3620000000002,271.11367670695
0,"Central","2022-12-03",2022336,2022,336,272.491111111111,0,30.8139999999999,271.621125539144
0,"Central","2022-12-04",2022337,2022,337,270.216,0,26.7188000000001,272.439703623454
0,"Central","2022-12-05",2022338,2022,338,279.44,0,43.322,270.54029083252
0,"Central","2022-12-06",2022339,2022,339,272.773333333333,0,31.3219999999995,272.893936157227
0,"Central","2022-12-07",2022340,2022,340,273.588888888889,0,32.7900000000003,281.205669403076
0,"Central","2022-12-11",2022344,2022,344,274.775555555556,0,34.9260000000009,274.91716003418
0,"Central","2022-12-13",2022346,2022,346,276.351111111111,0,37.7619999999998,270.405591328939
0,"Central","2022-12-14",2022347,2022,347,273.815555555556,0,33.1980000000008,267.822640736898
0,"Central","2022-12-15",2022348,2022,348,270.906666666667,0,27.9620000000006,264.989270528158
0,"Central","2022-12-17",2022350,2022,350,274.153333333333,0,33.8059999999995,268.852392832438
0,"Central","2022-12-20",2022353,2022,353,271.695555555556,0,29.3820000000008,267.568701426188
0,"Central","2022-12-21",2022354,2022,354,270.58,0,27.374,270.71364847819
0,"Central","2022-12-22",2022355,2022,355,271.282222222222,0,28.6379999999996,265.900391896566
0,"Central","2022-12-24",2022357,2022,357,266.285714285714,0,19.6442857142852,241.53119023641
0,"Central","2022-12-25",2022358,2022,358,261.673333333333,0,11.3419999999994,256.745293299357
0,"Central","2022-12-26",2022359,2022,359,262.837777777778,0,13.4380000000004,262.636409123739
0,"Central","2022-12-27",2022360,2022,360,266.46,1,19.958,270.628247578939
0,"Central","2022-12-28",2022361,2022,361,261.602857142857,0,11.2151428571426,269.799559275309
0,"Central","2022-12-29",2022362,2022,362,270.211111111111,0,26.7099999999998,272.38735071818
0,"Central","2022-12-31",2022364,2022,364,272.275555555556,1,30.4260000000009,278.265800476074
0,"Central","2023-01-02",2023001,2023,1,281.622222222222,0,47.2499999999996,281.361719767253
0,"Central","2023-01-03",2023002,2023,2,278.653333333333,0,41.9059999999995,279.852891286214
0,"Central","2023-01-07",2023006,2023,6,277.082222222222,1,39.0779999999997,270.648642222087
0,"Central","2023-01-09",2023008,2023,8,274.342222222222,1,34.1459999999997,271.306486765544
0,"Central","2023-01-11",2023010,2023,10,273.937777777778,0,33.4180000000005,271.244608561198
0,"Central","2023-01-12",2023011,2023,11,271.94,0,29.822,274.011412302653
0,"Central","2023-01-16",2023015,2023,15,270.665,0,27.5270000000001,267.068365732829
0,"Central","2023-01-17",2023016,2023,16,272.193333333333,0,30.2779999999994,273.256811777751
0,"Central","2023-01-19",2023018,2023,18,263.1,1,13.9100000000001,273.650394439697
0,"Central","2023-01-22",2023021,2023,21,275.3,0,35.8700000000001,269.604612986247
0,"Central","2023-01-26",2023025,2023,25,273.302222222222,0,32.2739999999996,269.331389109294
0,"Central","2023-01-28",2023027,2023,27,273.928888888889,1,33.4020000000002,269.43341700236
0,"Central","2023-01-29",2023028,2023,28,271.886666666667,0,29.7260000000006,270.147911071777
0,"Central","2023-01-30",2023029,2023,29,275.322222222222,0,35.9099999999997,279.862762451172
0,"Central","2023-02-01",2023031,2023,31,277.691428571429,0,40.1745714285723,272.915218353271
0,"Central","2023-02-05",2023035,2023,35,265.308888888889,0,17.8860000000002,263.39329401652
0,"Central","2023-02-08",2023038,2023,38,274.106666666667,0,33.7220000000007,277.732123057048
0,"Central","2023-02-11",2023041,2023,41,281.926666666667,0,47.7980000000007,272.66811243693
0,"Central","2023-02-15",2023045,2023,45,276.864444444444,0,38.6859999999993,276.298950195312
0,"Central","2023-02-17",2023047,2023,47,283.7,0,50.99,276.166007995605
0,"Central","2023-02-19",2023049,2023,49,271.788888888889,0,29.5500000000002,272.66322962443
0,"Central","2023-02-20",2023050,2023,50,274.073333333333,0,33.6619999999994,276.456183115641
0,"Central","2023-02-21",2023051,2023,51,278.34,0,41.342,279.763562520345
0,"Central","2023-02-23",2023053,2023,53,277.586666666667,0,39.9860000000006,283.88019434611
0,"Central","2023-02-25",2023055,2023,55,283.366666666667,0,50.3900000000007,268.598415374756
0,"Central","2023-02-28",2023058,2023,58,278.58,0,41.774,276.34937286377
0,"Central","2023-03-02",2023060,2023,60,277.035555555556,0,38.9940000000009,279.758804321289
0,"Central","2023-03-05",2023063,2023,63,266.533333333333,0,20.0899999999995,276.803909301758
0,"Central","2023-03-06",2023064,2023,64,276.873333333333,0,38.7019999999994,278.695660909017
