"policeDistrict","date","temp_K","callscount","temp_F","PM25","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"Central","2021-06-06",302.353611111111,0,84.5664999999999,13.2,4.7,0,0,0,0,83,96,70,160,130,14.1,21,0,0,0,0,0,0,0
"Central","2021-06-06",302.353611111111,0,84.5664999999999,12,4.7,0,0,0,0,83,96,70,160,130,14.1,21,0,0,0,0,0,0,0
"Central","2021-06-07",306.923333333334,0,92.7920000000004,10.5,5.37,0,0,0,0,83,95,72,120,150,14.1,19.9,0,0,0,0,0,0,0
"Central","2021-06-08",298.54,0,77.7020000000001,9,4.25,0,0,0,0,82,91,76,290,300,15,19.9,0,0,1,0,0,0,0
"Central","2021-06-14",308.79,0,96.1520000000001,5.9,5.14,0,0.7,0,0,77,89,65,290,280,36,53.9,1,0,1,0,0,0,0
"Central","2021-06-16",310.746666666667,0,99.6740000000007,4.2,5.82,0,0,0,0,72,81,62,310,310,15,28,0,0,0,0,0,0,0
"Central","2021-06-17",300.371428571429,0,80.9985714285714,4.8,5.59,0,0,0,0,70,80,58,280,340,14.1,21,0,0,0,0,0,0,0
"Central","2021-06-18",312.026666666667,1,101.978000000001,8.7,6.71,0,0,0,0,72,86,54,220,230,15,23,0,0,0,0,0,0,0
"Central","2021-06-18",312.026666666667,1,101.978000000001,8,6.71,0,0,0,0,72,86,54,220,230,15,23,0,0,0,0,0,0,0
"Central","2021-06-19",301.697777777778,2,83.3860000000005,10.5,5.82,0,0,0,0,78,86,73,270,260,18.1,25.9,0,0,0,0,0,0,0
"Central","2021-06-21",310.56,0,99.3380000000001,9,5.59,0,0.4,0,0,82,94,73,280,280,32,48.1,1,0,1,0,0,0,0
"Central","2021-06-21",310.56,0,99.3380000000001,8.1,5.59,0,0.4,0,0,82,94,73,280,280,32,48.1,1,0,1,0,0,0,0
"Central","2021-06-24",305.066666666667,0,89.4500000000006,5.8,5.37,0,0,0,0,67,78,54,120,120,16.1,21,0,0,0,0,0,0,0
"Central","2021-06-24",305.066666666667,0,89.4500000000006,5.9,5.37,0,0,0,0,67,78,54,120,120,16.1,21,0,0,0,0,0,0,0
"Central","2021-06-25",309.103333333333,1,96.7159999999995,4,4.7,0,0,0,0,69,81,54,110,120,13,21.9,0,0,0,0,0,0,0
"Central","2021-06-26",292.991428571429,0,67.7145714285723,4.2,6.04,0,0.01,0,0,78,89,73,160,140,14.1,21.9,1,0,0,0,0,0,1
"Central","2021-06-28",294.153333333333,0,69.8059999999995,7.6,6.26,0,0,0,0,84,94,75,150,150,14.1,19.9,0,0,0,0,0,0,0
"Central","2021-06-29",297.586666666667,0,75.9860000000006,5.4,5.82,0,0,0,0,85,97,75,240,210,13,19.9,0,0,0,0,0,0,0
"Central","2021-06-30",314.48,0,106.394,7,5.37,0,0.1,0,0,87,99,73,290,290,29.1,40,0,0,1,0,0,0,0
"Central","2021-06-30",314.48,0,106.394,4.9,5.37,0,0.1,0,0,87,99,73,290,290,29.1,40,0,0,1,0,0,0,0
"Central","2021-07-01",305.017777777777,1,89.3619999999995,3.6,4.7,0,1.34,0,0,78,87,71,290,290,23,33.1,1,1,1,0,0,0,1
"Central","2021-07-04",292.228888888889,0,66.3420000000002,14.5,5.14,0,0,0,0,72,84,61,280,350,12.1,21,1,0,0,0,0,0,1
"Central","2021-07-05",303.3,1,86.2700000000001,20.8,4.25,0,0,0,0,78,91,64,200,220,12.1,21.9,1,0,0,0,0,0,1
"Central","2021-07-06",304.014444444445,0,87.5560000000002,17.5,6.93,0,0,0,0,83,96,71,220,220,15,23,0,0,0,0,0,0,0
"Central","2021-07-06",304.014444444445,0,87.5560000000002,16.6,6.93,0,0,0,0,83,96,71,220,220,15,23,0,0,0,0,0,0,0
"Central","2021-07-07",305.82,0,90.806,19.5,4.92,0,0.06,0,0,86,96,75,280,290,25.9,40,0,0,1,0,0,0,0
"Central","2021-07-08",305.314722222222,0,89.8964999999997,11.3,5.59,0,0.34,0,0,81,90,73,210,220,23.9,38,0,0,1,0,0,0,0
"Central","2021-07-15",306.91126984127,1,92.770285714286,9.3,3.36,0,0,0,0,82,95,70,160,100,10.1,18.1,0,0,0,0,0,0,0
"Central","2021-07-15",306.91126984127,1,92.770285714286,8.6,3.36,0,0,0,0,82,95,70,160,100,10.1,18.1,0,0,0,0,0,0,0
"Central","2021-07-17",301.538333333334,0,83.0990000000004,10.8,4.7,0,0.3,0,0,84,97,74,310,310,18.1,30,1,0,1,0,0,0,0
"Central","2021-07-18",316.186666666667,0,109.466000000001,5,9.62,0,0,0,0,77,84,72,290,290,23.9,33.1,0,0,0,0,0,0,0
"Central","2021-07-18",316.186666666667,0,109.466000000001,3.1,9.62,0,0,0,0,77,84,72,290,290,23.9,33.1,0,0,0,0,0,0,0
"Central","2021-07-21",304.96,1,89.2580000000001,27.7,6.71,0,0.08,0,0,81,93,68,330,330,25.1,38,0,0,1,0,0,0,1
"Central","2021-07-21",304.96,1,89.2580000000001,25.8,6.71,0,0.08,0,0,81,93,68,330,330,25.1,38,0,0,1,0,0,0,1
"Central","2021-07-22",299.353333333333,0,79.1659999999995,7.1,5.37,0,0,0,0,75,84,60,30,20,15,27.1,0,0,0,0,0,0,0
"Central","2021-07-24",300.251777777778,0,80.7832000000004,9.8,5.37,0,0,0,0,75,88,61,130,140,14.1,21.9,0,0,0,0,0,0,0
"Central","2021-07-24",300.251777777778,0,80.7832000000004,9,5.37,0,0,0,0,75,88,61,130,140,14.1,21.9,0,0,0,0,0,0,0
"Central","2021-07-25",304.331111111112,0,88.1260000000008,13.9,7.16,0,0,0,0,81,94,74,260,230,14.1,19,0,0,1,0,0,0,0
"Central","2021-07-28",311.033333333333,0,100.189999999999,13.3,6.26,0,0,0,0,82,93,70,70,360,14.1,21,0,0,0,0,0,0,0
"Central","2021-07-29",306.366666666667,0,91.7900000000007,15.4,5.37,0,1.38,0,0,81,90,72,10,30,38.9,62,0,0,1,0,0,0,1
"Central","2021-07-31",303.096666666667,0,85.9039999999998,5.4,5.37,0,0,0,0,75,84,68,50,30,13,21.9,0,0,0,0,0,0,0
"Central","2021-08-01",311.957777777778,1,101.854,NA,3.36,0,1.36,0,0,72,77,66,300,300,16.1,23,1,0,1,0,0,0,0
"Central","2021-08-03",296.619523809523,0,74.2451428571423,8,3.8,0,0,0,0,71,82,62,100,70,12.1,15,0,0,0,0,0,0,0
"Central","2021-08-04",293.906666666667,0,69.3620000000006,7.3,5.82,0,0,0,0,73,81,64,70,70,17,23.9,0,0,0,0,0,0,0
"Central","2021-08-06",302.709206349207,0,85.2065714285718,12.8,4.92,0,0,0,0,79,92,66,150,250,13,19.9,0,0,0,0,0,0,0
"Central","2021-08-07",311.873333333333,0,101.701999999999,8.7,4.25,0,0,0,0,75,80,66,110,110,15,19,1,0,0,0,0,0,0
"Central","2021-08-09",310.048888888889,0,98.4180000000002,12,4.03,0,0.01,0,0,79,90,71,160,160,15,25.9,0,0,1,0,0,0,0
"Central","2021-08-10",295.133333333333,0,71.5699999999994,13.5,4.47,0,0.07,0,0,81,95,74,260,250,21.9,33.1,1,0,1,0,0,0,0
"Central","2021-08-12",311.648888888889,0,101.298,10,4.7,0,0,0,0,83,98,73,160,160,14.1,19,0,0,0,0,0,0,0
"Central","2021-08-13",309.626666666667,0,97.6580000000007,8.7,4.92,0,0.26,0,0,86,98,74,330,340,23,38,0,0,1,0,0,0,0
"Central","2021-08-14",315.196666666667,0,107.684000000001,7.7,5.82,0,0,0,0,81,92,73,30,340,14.1,23,0,0,0,0,0,0,0
"Central","2021-08-14",315.196666666667,0,107.684000000001,7.2,5.82,0,0,0,0,81,92,73,30,340,14.1,23,0,0,0,0,0,0,0
"Central","2021-08-24",309.735555555556,0,97.8540000000009,13.3,3.58,0,0,0,0,84,93,74,330,330,10.1,18.1,0,0,0,0,0,0,0
"Central","2021-08-25",309.731111111111,1,97.8459999999998,16,3.8,0,0,0,0,82,95,71,130,130,12.1,18.1,0,0,0,0,0,0,0
"Central","2021-08-26",306.147777777778,0,91.3960000000004,13.7,2.68,0,0,0,0,83,95,74,180,160,14.1,21.9,0,0,1,0,0,0,0
"Central","2021-08-26",306.147777777778,0,91.3960000000004,14.5,2.68,0,0,0,0,83,95,74,180,160,14.1,21.9,0,0,1,0,0,0,0
"Central","2021-08-28",313.506666666667,1,104.642000000001,10.2,7.61,0,0,0,0,81,90,74,70,40,19.9,25.1,0,0,0,0,0,0,0
"Central","2021-08-31",302.73,0,85.2440000000001,9,2.68,0,0,0,0,78,86,72,90,50,8.1,12.1,0,0,0,0,0,0,0
"Central","2021-09-03",303.064444444444,0,85.8459999999993,4.6,4.25,0,0,0,0,67,79,55,320,350,12.1,21.9,0,0,0,0,0,0,0
"Central","2021-09-04",298.817777777778,0,78.2020000000005,4.7,3.13,0,0,0,0,69,81,58,230,150,12.1,15,0,0,0,0,0,0,0
"Central","2021-09-05",292.36,0,66.5780000000001,8.7,2.91,0,0.05,0,0,71,76,66,230,330,8.1,12.1,0,0,0,0,0,0,0
"Central","2021-09-07",307.362222222222,0,93.5819999999996,8.9,4.47,0,0,0,0,74,88,60,230,240,14.1,19.9,0,0,0,0,0,0,0
"Central","2021-09-08",301.357619047619,0,82.7737142857142,9.3,6.49,0,0.35,0,0,77,90,66,240,240,17,23,1,0,1,0,0,0,0
"Central","2021-09-09",302.666666666667,1,85.1300000000007,6.8,4.25,0,0.12,0,0,74,79,61,350,340,15,25.1,1,0,1,0,0,0,0
"Central","2021-09-11",296.59,0,74.1920000000001,10,4.7,0,0,0,0,67,82,54,190,190,14.1,21.9,0,0,0,0,0,0,0
"Central","2021-09-11",296.59,0,74.1920000000001,5.8,4.7,0,0,0,0,67,82,54,190,190,14.1,21.9,0,0,0,0,0,0,0
"Central","2021-09-12",290.73,0,63.6440000000001,7.9,5.82,0,0,0,0,74,88,63,230,230,17,25.9,0,0,0,0,0,0,0
"Central","2021-09-13",299.478888888889,0,79.3920000000003,13.1,6.93,0,0,0,0,79,89,70,270,290,17,25.1,0,0,0,0,0,0,0
"Central","2021-09-13",299.478888888889,0,79.3920000000003,12.3,6.93,0,0,0,0,79,89,70,270,290,17,25.1,0,0,0,0,0,0,0
"Central","2021-09-14",295.493333333333,1,72.2179999999994,18.5,3.8,0,0,0,0,79,89,69,150,140,13,19.9,1,0,0,0,0,0,0
"Central","2021-09-15",296.38,0,73.814,12.7,6.26,0,0,0,0,80,91,71,240,240,18.1,25.1,0,0,0,0,0,0,0
"Central","2021-09-16",301.236666666666,0,82.5559999999997,7.6,8.05,0,0.38,0,0,77,83,72,90,100,21,29.1,1,0,0,0,0,0,0
"Central","2021-09-16",301.236666666666,0,82.5559999999997,6.9,8.05,0,0.38,0,0,77,83,72,90,100,21,29.1,1,0,0,0,0,0,0
"Central","2021-09-19",294.45,0,70.34,7.3,4.25,0,0,0,0,75,84,60,30,30,14.1,23,0,0,0,0,0,0,0
"Central","2021-09-19",294.45,0,70.34,6.9,4.25,0,0,0,0,75,84,60,30,30,14.1,23,0,0,0,0,0,0,0
"Central","2021-09-21",291.83,0,65.624,3.2,8.05,0,0,0,0,72,83,65,110,150,17,23,0,0,0,0,0,0,0
"Central","2021-09-22",290.48,0,63.1940000000001,4.7,9.17,0,0.28,0,0,76,81,70,140,120,23,36.9,1,0,1,0,0,0,0
"Central","2021-09-22",290.48,0,63.1940000000001,4.3,9.17,0,0.28,0,0,76,81,70,140,120,23,36.9,1,0,1,0,0,0,0
"Central","2021-09-25",292.875555555555,0,67.5059999999999,5.6,2.68,0,0,0,0,63,78,50,280,290,12.1,15,0,0,0,0,0,0,0
"Central","2021-09-25",292.875555555555,0,67.5059999999999,6.1,2.68,0,0,0,0,63,78,50,280,290,12.1,15,0,0,0,0,0,0,0
"Central","2021-09-26",296.028,1,73.1804000000001,4.2,8.95,0,0,0,0,65,76,55,290,280,19.9,25.9,0,0,0,0,0,0,0
"Central","2021-09-27",302.544444444444,0,84.9099999999993,4.6,5.37,0,0,0,0,67,82,52,230,230,15,21,0,0,0,0,0,0,0
"Central","2021-09-28",296.132222222222,1,73.3680000000005,8.5,6.04,0,0.01,0,0,71,82,60,260,240,17,23.9,0,0,0,0,0,0,0
"Central","2021-09-28",296.132222222222,1,73.3680000000005,9.6,6.04,0,0.01,0,0,71,82,60,260,240,17,23.9,0,0,0,0,0,0,0
"Central","2021-09-30",295.488888888889,0,72.2100000000002,4,5.59,0,0,0,0,62,75,51,330,330,14.1,21.9,0,0,0,0,0,0,0
"Central","2021-10-01",293.910833333333,1,69.3695000000003,3.1,2.91,0,0,0,0,61,73,48,330,340,12.1,19.9,0,0,0,0,0,0,0
"Central","2021-10-01",293.910833333333,1,69.3695000000003,5.3,2.91,0,0,0,0,61,73,48,330,340,12.1,19.9,0,0,0,0,0,0,0
"Central","2021-10-02",294.643333333333,0,70.6879999999994,8.9,2.91,0,0,0,0,63,80,49,240,160,13,18.1,1,0,0,0,0,0,0
"Central","2021-10-03",287.54,0,57.9020000000001,13.6,3.36,0,0,0,0,70,86,57,200,210,12.1,18.1,1,0,0,0,0,0,1
"Central","2021-10-04",305.446666666667,0,90.1340000000006,8.1,4.7,0,0,0,0,76,85,70,280,300,12.1,16.1,0,0,1,0,0,0,0
"Central","2021-10-04",305.446666666667,0,90.1340000000006,8.4,4.7,0,0,0,0,76,85,70,280,300,12.1,16.1,0,0,1,0,0,0,0
"Central","2021-10-08",303.128888888889,0,85.9620000000002,2.5,2.01,0,0,0,0,70,79,62,110,10,8.1,11,0,0,0,0,0,0,0
"Central","2021-10-12",285.908888888889,1,54.9660000000003,0.9,4.47,0,0.01,0,0,67,73,63,70,40,12.1,19,1,0,0,0,0,0,1
"Central","2021-10-13",289.726666666667,0,61.8380000000006,4.7,1.57,0,0,0,0,69,74,61,260,10,6.9,10.1,1,1,0,0,0,0,0
"Central","2021-10-13",289.726666666667,0,61.8380000000006,2.2,1.57,0,0,0,0,69,74,61,260,10,6.9,10.1,1,1,0,0,0,0,0
"Central","2021-10-14",287.468,0,57.7724000000001,5.2,4.47,0,0,0,0,69,81,57,40,10,13,25.1,1,1,0,0,0,0,1
"Central","2021-10-15",296.316666666666,0,73.6999999999997,9.3,2.68,0,0,0,0,70,85,58,160,160,8.1,13,0,0,0,0,0,0,0
"Central","2021-10-17",293.1875,0,68.0675000000001,4.2,12.3,0,0,0,0,58,67,49,280,280,25.9,35.1,0,0,0,0,0,0,0
"Central","2021-10-18",289.304107142857,1,61.0773928571426,3.5,8.05,0,0,0,0,56,70,46,290,280,25.9,38,0,0,0,0,0,0,0
"Central","2021-10-19",283.502857142857,0,50.6351428571427,4,8.5,0,0,0,0,57,74,43,290,300,19.9,30,0,0,0,0,0,0,0
"Central","2021-10-19",283.502857142857,0,50.6351428571427,3.7,8.5,0,0,0,0,57,74,43,290,300,19.9,30,0,0,0,0,0,0,0
"Central","2021-10-20",290.273333333333,0,62.8220000000003,6,7.61,0,0,0,0,64,78,52,300,270,16.1,21.9,0,0,0,0,0,0,0
"Central","2021-10-21",292.719206349207,0,67.2245714285717,8.7,4.7,0,0,0,0,62,78,47,120,220,13,19,0,0,0,0,0,0,0
"Central","2021-10-22",293.791111111111,0,69.1540000000007,5.1,6.04,0,0,0,0,66,72,51,290,270,18.1,25.9,0,0,0,0,0,0,0
"Central","2021-10-22",293.791111111111,0,69.1540000000007,4,6.04,0,0,0,0,66,72,51,290,270,18.1,25.9,0,0,0,0,0,0,0
"Central","2021-10-23",292.558333333334,0,66.9350000000004,4.6,4.03,0,0,0,0,60,68,47,320,320,18.1,23.9,0,0,0,0,0,0,0
"Central","2021-10-24",286.08,0,55.274,3.4,3.36,0,0,0,0,57,67,48,110,130,13,16.1,0,0,0,0,0,0,0
"Central","2021-10-26",293.831555555555,0,69.2267999999999,1.2,15.21,0,0.02,0,0,61,68,52,270,290,33.1,49,0,0,0,0,0,0,0
"Central","2021-10-29",287.36,0,57.5780000000001,1,14.32,0,3.01,0,0,58,60,56,80,100,30,42.1,1,0,0,0,0,0,0
"Central","2021-11-02",288.261111111111,0,59.1999999999999,5.3,3.8,0,0.15,0,0,47,52,39,300,310,12.1,17,1,0,0,0,0,0,0
"Central","2021-11-04",283.318888888889,0,50.3040000000002,5.7,2.01,0,0,0,0,43,53,32,70,40,8.9,16.1,0,0,0,0,0,0,0
"Central","2021-11-05",275.04,0,35.4020000000001,9,4.25,0,0,0,0,42,56,29,20,30,13,21.9,0,0,0,0,0,0,0
"Central","2021-11-06",281.068222222222,0,46.2527999999997,7.6,4.25,0,0,0,0,42,57,28,90,60,15,19.9,0,0,0,0,0,0,0
"Central","2021-11-06",281.068222222222,0,46.2527999999997,8.5,4.25,0,0,0,0,42,57,28,90,60,15,19.9,0,0,0,0,0,0,0
"Central","2021-11-07",281.492222222222,0,47.0159999999997,11.4,3.58,0,0,0,0,46,59,32,20,340,12.1,21.9,0,0,0,0,0,0,0
"Central","2021-11-08",276.38,0,37.814,9.7,4.47,0,0,0,0,52,72,35,300,360,12.1,23,0,0,0,0,0,0,1
"Central","2021-11-09",286.067777777778,0,55.2519999999996,10.5,4.47,0,0,0,0,56,75,41,260,290,14.1,19,0,0,0,0,0,0,0
"Central","2021-11-09",286.067777777778,0,55.2519999999996,10.3,4.47,0,0,0,0,56,75,41,260,290,14.1,19,0,0,0,0,0,0,0
"Central","2021-11-10",288.553333333334,0,59.7260000000004,10.9,4.7,0,0,0,0,59,73,45,290,350,15,25.1,0,0,0,0,0,0,0
"Central","2021-11-11",288,0,58.73,7.4,7.38,0,0,0,0,55,69,43,120,120,15,25.1,0,0,0,0,0,0,0
"Central","2021-11-12",285.845178571429,0,54.8513214285714,6.3,6.26,0,0.99,0,0,62,65,42,270,270,21,28,1,0,0,0,0,0,0
"Central","2021-11-12",285.845178571429,0,54.8513214285714,5.9,6.26,0,0.99,0,0,62,65,42,270,270,21,28,1,0,0,0,0,0,0
"Central","2021-11-14",281.026666666667,0,46.1780000000006,3.5,5.59,0,0,0,0,41,50,29,220,230,14.1,23,0,0,0,0,0,0,0
"Central","2021-11-15",276.622222222222,0,38.2499999999996,2.5,12.53,0,0,0,0,45,50,34,260,260,28,38,0,0,0,0,0,0,0
"Central","2021-11-15",276.622222222222,0,38.2499999999996,2.2,12.53,0,0,0,0,45,50,34,260,260,28,38,0,0,0,0,0,0,0
"Central","2021-11-17",280.446666666666,0,45.1339999999997,13.2,2.01,0,0,0,0,47,63,35,120,40,8.9,12.1,1,0,0,0,0,0,0
"Central","2021-11-19",287.441111111111,0,57.7239999999999,4,11.41,0,0,0,0,46,49,33,300,300,23.9,35.1,0,0,0,0,0,0,0
"Central","2021-11-20",283.756,0,51.0908,5.2,3.13,0,0,0,0,38,48,27,120,120,12.1,18.1,0,0,0,0,0,0,0
"Central","2021-11-21",274.386666666667,0,34.2260000000006,8.5,2.01,0,0,0,0,42,54,31,200,200,8.9,15,0,0,0,0,0,0,0
"Central","2021-11-21",274.386666666667,0,34.2260000000006,10.1,2.01,0,0,0,0,42,54,31,200,200,8.9,15,0,0,0,0,0,0,0
"Central","2021-11-22",279.693333333333,1,43.7780000000003,6.1,7.83,0,0.06,0,0,49,53,33,290,300,19.9,28,1,0,0,0,0,0,0
"Central","2021-11-24",277.467777777778,0,39.7720000000004,8.9,2.91,0,0,0,0,37,50,28,250,340,10.1,17,0,0,0,0,0,0,0
"Central","2021-11-24",277.467777777778,0,39.7720000000004,9.1,2.91,0,0,0,0,37,50,28,250,340,10.1,17,0,0,0,0,0,0,0
"Central","2021-11-25",278.016666666666,0,40.7599999999997,24.6,1.12,0,0.01,0,0,40,57,29,140,130,8.1,11,0,0,0,0,0,0,0
"Central","2021-11-27",282.725,1,49.2350000000001,4.7,10.96,0,0,0,0,38,44,34,310,290,23,33.1,0,0,0,0,0,0,0
"Central","2021-11-28",273.511111111111,0,32.6499999999998,7.5,4.47,0,0,0,0,44,58,32,300,300,17,21.9,0,0,0,0,0,0,0
"Central","2021-11-30",281.4875,1,47.0075000000001,9.5,2.91,0,0,0,0,39,50,30,230,160,12.1,17,0,0,0,0,0,0,0
"Central","2021-12-01",274.826666666667,0,35.0180000000006,15.4,2.91,0,0,0,0,39,57,26,120,120,14.1,19.9,0,0,0,0,0,0,0
"Central","2021-12-02",279.062361111111,0,42.6422499999999,10.8,8.5,0,0,0,0,52,66,43,280,300,25.1,36.9,0,0,0,0,0,0,0
"Central","2021-12-04",284.262222222222,0,52.0019999999997,7.5,4.47,0,0,0,0,50,60,38,310,310,13,16.1,0,0,0,0,0,0,0
"Central","2021-12-04",284.262222222222,0,52.0019999999997,9.1,4.47,0,0,0,0,50,60,38,310,310,13,16.1,0,0,0,0,0,0,0
"Central","2021-12-05",278.7,0,41.9900000000001,8.6,3.8,0,0,0,0,43,52,31,100,100,14.1,16.1,0,0,0,0,0,0,0
"Central","2021-12-06",277.711111111111,0,40.2099999999998,8.9,10.51,0,0,0,0,54,70,41,290,300,36.9,53.9,0,0,0,0,0,0,0
"Central","2021-12-06",277.711111111111,0,40.2099999999998,9.7,10.51,0,0,0,0,54,70,41,290,300,36.9,53.9,0,0,0,0,0,0,0
"Central","2021-12-10",274.028888888889,0,33.5820000000003,12.5,4.25,0,0.01,0,0,42,50,38,70,60,10.1,15,0,0,0,0,0,0,0
"Central","2021-12-13",282.745714285714,0,49.2722857142852,NA,3.36,0,0,0,0,40,57,28,230,230,8.1,12.1,0,0,0,0,0,0,0
"Central","2021-12-14",279.185555555556,0,42.864,10.1,3.8,0,0,0,0,44,59,29,40,20,12.1,19.9,0,0,0,0,0,0,0
"Central","2021-12-15",284.412,0,52.2716,10,3.58,0,0,0,0,45,58,30,110,110,13,16.1,0,0,0,0,0,0,1
"Central","2021-12-15",284.412,0,52.2716,10.4,3.58,0,0,0,0,45,58,30,110,110,13,16.1,0,0,0,0,0,0,1
"Central","2021-12-16",280.678888888889,0,45.5520000000002,10.6,6.26,0,0,0,0,53,67,42,220,220,17,25.9,1,0,0,0,0,0,0
"Central","2021-12-17",279.012,0,42.5516,5.5,6.49,0,0,0,0,60,64,52,280,310,17,25.1,0,0,0,0,0,0,0
"Central","2021-12-21",276.13,0,37.364,11.5,2.91,0,0.11,0,0,33,41,25,50,10,10.1,17,1,0,0,0,0,0,0
"Central","2021-12-21",276.13,0,37.364,12.2,2.91,0,0.11,0,0,33,41,25,50,10,10.1,17,1,0,0,0,0,0,0
"Central","2021-12-22",271.48,0,28.9940000000001,10.9,9.17,0,0.03,0,0,40,50,30,290,290,25.1,38.9,1,0,0,0,0,0,1
"Central","2021-12-23",280.044,0,44.4092,9.4,5.37,0,0,0,0,34,42,25,290,330,13,19,0,0,0,0,0,0,0
"Central","2021-12-24",274.562222222222,0,34.5419999999996,10.4,4.25,0,0,0,0,42,55,37,230,250,14.1,23,0,0,0,0,0,0,0
"Central","2021-12-24",274.562222222222,0,34.5419999999996,12.1,4.25,0,0,0,0,42,55,37,230,250,14.1,23,0,0,0,0,0,0,0
"Central","2021-12-25",283.782222222222,0,51.1379999999996,10.5,5.59,0,0.17,0,0,52,68,43,240,230,18.1,27.1,1,0,0,0,0,0,0
"Central","2021-12-27",286.751111111111,0,56.4819999999999,6.3,4.25,0,0.03,0,0,41,43,36,50,40,14.1,19.9,0,0,0,1,0,0,0
"Central","2021-12-27",286.751111111111,0,56.4819999999999,7.9,4.25,0,0.03,0,0,41,43,36,50,40,14.1,19.9,0,0,0,1,0,0,0
"Central","2021-12-28",276.977777777778,0,38.8900000000004,10.5,3.8,0,0.05,0,0,44,57,36,110,30,12.1,16.1,1,0,0,0,0,0,0
"Central","2021-12-29",277.04,0,39.0020000000001,13.8,4.03,0,0.02,0,0,49,52,46,60,50,14.1,21,1,0,0,0,0,0,0
"Central","2022-01-01",279.717142857143,0,43.8208571428575,NA,2.91,0,0.75,0,0,53,58,51,290,330,21,29.1,1,1,0,0,0,0,0
"Central","2022-01-05",271.276666666667,0,28.6279999999998,NA,3.36,0,0,0,3.9,32,41,23,230,210,8.9,17,1,0,0,0,0,0,0
"Central","2022-01-06",271.1025,0,28.3145000000001,NA,5.82,0,0,0,2,36,41,28,70,40,14.1,19.9,1,0,0,0,0,0,0
"Central","2022-01-08",271.497777777778,1,29.0260000000005,NA,4.92,0,0,0,2,25,33,18,300,280,13,23.9,0,0,0,0,0,0,0
"Central","2022-01-09",270.169444444444,0,26.6350000000001,NA,4.03,0,0.35,0,2,33,44,29,280,280,16.1,21.9,1,0,0,0,0,0,0
"Central","2022-01-10",269.233333333333,0,24.9499999999995,NA,14.54,0,0,0,0,35,43,26,290,280,29.1,38.9,0,0,0,0,0,0,0
"Central","2022-01-12",271.188888888889,0,28.4700000000002,NA,4.03,0,0,0,0,29,47,19,230,250,15,23,0,0,0,0,0,0,0
"Central","2022-01-13",268.837777777778,0,24.2380000000004,18.2,2.68,0,0,0,0,36,47,27,70,50,8.1,14.1,0,0,0,0,0,0,0
"Central","2022-01-14",276.8,0,38.5700000000001,14.6,9.62,0,0,0,0,42,49,30,330,320,19.9,34,0,0,0,0,0,0,0
"Central","2022-01-15",280.89,0,45.932,3.2,7.83,0,0,0,0,26,30,18,340,350,15,28,0,0,0,0,0,0,0
"Central","2022-01-15",280.89,0,45.932,4.5,7.83,0,0,0,0,26,30,18,340,350,15,28,0,0,0,0,0,0,0
"Central","2022-01-16",270.806666666667,0,27.7820000000007,8.4,12.08,0,1.31,2,0,20,42,15,40,70,31.1,45,1,0,0,1,0,1,0
"Central","2022-01-17",264.797777777778,0,16.9660000000004,3.1,17,0,0.04,0,1.2,37,45,33,270,280,33.1,49,1,0,0,0,0,0,0
"Central","2022-01-17",264.797777777778,0,16.9660000000004,5.4,17,0,0.04,0,1.2,37,45,33,270,280,33.1,49,1,0,0,0,0,0,0
"Central","2022-01-20",270.616666666667,0,27.4399999999997,5.1,6.93,0,0.4,0,0,41,46,25,350,10,15,23,1,0,0,0,0,0,0
"Central","2022-01-20",270.616666666667,0,27.4399999999997,7.6,6.93,0,0.4,0,0,41,46,25,350,10,15,23,1,0,0,0,0,0,0
"Central","2022-01-21",262.457142857143,0,12.7528571428575,6,8.72,0,0,0,0,23,26,17,10,350,14.1,25.1,0,0,0,0,0,0,0
"Central","2022-01-22",269.044444444444,0,24.6099999999993,7.8,4.25,0,0,0,0,24,34,15,30,40,13,17,0,0,0,0,0,0,0
"Central","2022-01-23",274.16,0,33.8180000000001,9.7,2.91,0,0,0,0,29,40,18,240,190,12.1,18.1,0,0,0,0,0,0,0
"Central","2022-01-23",274.16,0,33.8180000000001,11.3,2.91,0,0,0,0,29,40,18,240,190,12.1,18.1,0,0,0,0,0,0,0
"Central","2022-01-24",277.06,0,39.038,13.1,4.47,0,0,0,0,34,42,27,120,110,14.1,21.9,0,0,0,0,0,0,0
"Central","2022-01-25",278.251111111111,0,41.1819999999999,11.5,5.82,0,0,0,0,38,49,29,310,310,18.1,27.1,0,0,0,0,0,0,0
"Central","2022-01-27",270.348888888889,0,26.9580000000003,14.9,2.91,0,0,0,0,24,36,13,240,140,12.1,19,0,0,0,0,0,0,0
"Central","2022-01-28",271.356666666666,0,28.7719999999997,17.8,4.47,0,0.13,1,0,33,38,30,10,10,13,18.1,1,0,0,0,0,0,0
"Central","2022-01-31",265.004444444444,0,17.3379999999992,15.9,6.93,0,0,0,1.2,28,37,23,50,20,13,19,0,0,0,0,0,0,0
"Central","2022-02-01",273.62,0,32.846,16.1,3.36,0,0,0,1.2,30,41,20,100,110,12.1,15,0,0,0,0,0,0,0
"Central","2022-02-02",273.498888888888,0,32.6279999999993,16.2,2.68,0,0,0,0,34,50,20,120,200,10.1,16.1,1,0,0,0,0,0,1
